PatientID,CYT_score
TCGA-2G-AAHL-01A,8.42115741188412
TCGA-2G-AAHN-01A,9.75406828337358
TCGA-2G-AAHP-05A,8.80314488121755
TCGA-2G-AAHT-01A,8.13784786323934
TCGA-2G-AAKD-01A,8.68462850899043
TCGA-2G-AAKG-01A,8.51139769608397
TCGA-2G-AAKG-05A,10.5515361516989
TCGA-2G-AAKL-01A,8.18055711233737
TCGA-2G-AAKM-01A,5.92978018264156
TCGA-2G-AAKO-01A,9.45352369849717
TCGA-2G-AAKO-05A,10.1273220345786
TCGA-2G-AAL5-01A,4.66006538417428
TCGA-2G-AAL7-01A,7.56174845781325
TCGA-2G-AALF-01A,7.95322055221494
TCGA-2G-AALG-01A,7.5657346918918
TCGA-2G-AALN-01A,6.98673808117624
TCGA-2G-AALO-01A,6.4883235090364
TCGA-2G-AALP-01A,6.33372807028157
TCGA-2G-AALR-01A,4.60039599301601
TCGA-2G-AALT-01A,8.29572730589241
TCGA-2G-AALW-01A,7.83681167047372
TCGA-2G-AALX-01A,7.54687774881957
TCGA-2G-AALZ-01A,8.3766138327967
TCGA-2G-AAM2-01A,8.39417632298714
TCGA-2H-A9GF-01A,3.91171235240161
TCGA-2H-A9GH-01A,5.59650531886721
TCGA-2H-A9GI-01A,6.24590704213151
TCGA-2H-A9GJ-01A,5.1983318341813
TCGA-2H-A9GK-01A,7.6392617338661
TCGA-2H-A9GL-01A,6.84529695438775
TCGA-2H-A9GM-01A,5.69394336901162
TCGA-2H-A9GN-01A,5.23371149737813
TCGA-2H-A9GO-01A,2.47863250365491
TCGA-2H-A9GQ-01A,2.54339822195362
TCGA-2H-A9GR-01A,5.51369684016003
TCGA-2J-AAB1-01A,7.33886824548961
TCGA-2J-AAB4-01A,6.64070658996929
TCGA-2J-AAB6-01A,4.69750071687829
TCGA-2J-AAB8-01A,6.49542961047675
TCGA-2J-AAB9-01A,6.71160439631607
TCGA-2J-AABA-01A,6.5033662097935
TCGA-2J-AABE-01A,5.32737249693186
TCGA-2J-AABF-01A,6.97302903409337
TCGA-2J-AABH-01A,6.08958568443966
TCGA-2J-AABI-01A,7.44643308446107
TCGA-2J-AABK-01A,6.28853099361921
TCGA-2J-AABO-01A,7.25201504481922
TCGA-2J-AABP-01A,8.96856880089215
TCGA-2J-AABR-01A,8.09458778602301
TCGA-2J-AABT-01A,6.46221438703065
TCGA-2J-AABU-01A,7.10734192952635
TCGA-2J-AABV-01A,7.11318902409208
TCGA-2K-A9WE-01A,8.30093570913681
TCGA-2L-AAQA-01A,5.38698908428449
TCGA-2L-AAQE-01A,6.86481128907531
TCGA-2L-AAQI-01A,6.29861665014828
TCGA-2L-AAQJ-01A,6.31531958531578
TCGA-2L-AAQL-01A,7.84736599379383
TCGA-2V-A95S-01A,10.2187135541831
TCGA-2W-A8YY-01A,6.30661773987058
TCGA-2X-A9D5-01A,8.72504555254458
TCGA-2X-A9D6-01A,8.7252500582122
TCGA-2Y-A9GS-01A,5.80897669544397
TCGA-2Y-A9GT-01A,8.48574306172251
TCGA-2Y-A9GU-01A,5.98335059001748
TCGA-2Y-A9GV-01A,6.89303749322897
TCGA-2Y-A9GW-01A,6.20411784872253
TCGA-2Y-A9GY-01A,9.26685809163098
TCGA-2Y-A9GZ-01A,5.76287967288671
TCGA-2Y-A9H0-01A,8.06892934840483
TCGA-2Y-A9H1-01A,7.87143647309933
TCGA-2Y-A9H2-01A,5.95883228597734
TCGA-2Y-A9H3-01A,8.71998338327467
TCGA-2Y-A9H4-01A,7.34317056483516
TCGA-2Y-A9H5-01A,5.98201089137391
TCGA-2Y-A9H6-01A,6.91589105089883
TCGA-2Y-A9H7-01A,5.99566390736466
TCGA-2Y-A9H8-01A,7.85122917265752
TCGA-2Y-A9H9-01A,6.7854163610879
TCGA-2Y-A9HA-01A,5.89662512574325
TCGA-2Y-A9HB-01A,7.90826524209795
TCGA-2Z-A9J1-01A,6.85375529406212
TCGA-2Z-A9J2-01A,6.2035403839386
TCGA-2Z-A9J3-01A,4.13010280002291
TCGA-2Z-A9J5-01A,8.01368465388454
TCGA-2Z-A9J6-01A,6.03857760579154
TCGA-2Z-A9J7-01A,3.9375427435276
TCGA-2Z-A9J8-01A,6.49903348974434
TCGA-2Z-A9JD-01A,5.12921750768291
TCGA-2Z-A9JE-01A,3.48392349155585
TCGA-2Z-A9JG-01A,6.34892692725454
TCGA-2Z-A9JI-01A,7.42493404919655
TCGA-2Z-A9JJ-01A,4.62975876991515
TCGA-2Z-A9JK-01A,7.29740722643567
TCGA-2Z-A9JL-01A,5.6175473108903
TCGA-2Z-A9JM-01A,6.99125504034188
TCGA-2Z-A9JN-01A,5.35786341210713
TCGA-2Z-A9JO-01A,5.7583976366565
TCGA-2Z-A9JP-01A,6.16932698192293
TCGA-2Z-A9JQ-01A,5.72808823537131
TCGA-2Z-A9JR-01A,6.71790847208195
TCGA-2Z-A9JS-01A,5.4043847788458
TCGA-2Z-A9JT-01A,8.70721406876091
TCGA-30-1718-01A,6.53318104480011
TCGA-30-1855-01A,6.87973890838423
TCGA-30-1862-01A,6.14869674785411
TCGA-30-1891-01A,6.67439839829684
TCGA-31-1953-01A,9.01111997583165
TCGA-32-1970-01A,4.00790504549588
TCGA-32-1980-01A,6.97383350559448
TCGA-32-1982-01A,7.02703725120413
TCGA-32-2615-01A,6.24830837624457
TCGA-32-2616-01A,4.78085368702115
TCGA-32-2632-01A,6.20813955249806
TCGA-32-2634-01A,3.05177718751713
TCGA-32-2638-01A,5.06857084059811
TCGA-32-4213-01A,6.97757292985928
TCGA-32-5222-01A,5.12362174911332
TCGA-33-4532-01A,6.79324258402856
TCGA-33-4533-01A,6.07381276581098
TCGA-33-4538-01A,7.07506179965129
TCGA-33-4547-01A,6.15775877038632
TCGA-33-4566-01A,9.22727876006512
TCGA-33-4582-01A,6.62680017749626
TCGA-33-4583-01A,9.284318295343
TCGA-33-4586-01A,6.39925551560124
TCGA-33-4587-01A,5.26127994865722
TCGA-33-4589-01A,9.84278043362132
TCGA-33-6738-01A,5.95033798849327
TCGA-33-A4WN-01A,5.52806900201071
TCGA-33-A5GW-01A,3.32637915241842
TCGA-33-AAS8-01A,6.74310713008488
TCGA-33-AASB-01A,5.16676283745439
TCGA-33-AASD-01A,6.83777317223178
TCGA-33-AASI-01A,7.75419986313017
TCGA-33-AASJ-01A,7.50721934505268
TCGA-33-AASL-01A,7.58319922765929
TCGA-34-2596-01A,7.81008281537766
TCGA-34-2600-01A,6.1757724191167
TCGA-34-2608-01A,8.03259137327243
TCGA-34-5231-01A,8.16245134308544
TCGA-34-5232-01A,8.12028986748962
TCGA-34-5234-01A,9.30074466667392
TCGA-34-5236-01A,6.5261986030318
TCGA-34-5239-01A,8.57371047014266
TCGA-34-5240-01A,6.5148512076973
TCGA-34-5241-01A,9.19093605094979
TCGA-34-5927-01A,6.60811120866286
TCGA-34-5928-01A,7.2675508572996
TCGA-34-5929-01A,5.91862381105695
TCGA-34-7107-01A,6.48299706642882
TCGA-34-8454-01A,9.5565905876995
TCGA-34-8455-01A,7.04475941377493
TCGA-34-A5IX-01A,7.23251964492733
TCGA-35-3615-01A,6.62840535322827
TCGA-35-4122-01A,9.77875684220864
TCGA-35-4123-01A,10.0520429262068
TCGA-35-5375-01A,8.52033090881461
TCGA-37-3783-01A,9.418095170457
TCGA-37-3789-01A,9.00592641540891
TCGA-37-3792-01A,10.0114720296604
TCGA-37-4130-01A,11.6248762901962
TCGA-37-4132-01A,8.74697028415359
TCGA-37-4133-01A,7.80973138124601
TCGA-37-4135-01A,6.78274581827341
TCGA-37-4141-01A,7.36533771258449
TCGA-37-5819-01A,7.60159971828042
TCGA-37-A5EL-01A,7.54870964390851
TCGA-37-A5EM-01A,7.57429182555729
TCGA-37-A5EN-01A,6.69357945726154
TCGA-38-4625-01A,7.81031889115443
TCGA-38-4626-01A,7.45079812081261
TCGA-38-4627-01A,7.61569745187035
TCGA-38-4628-01A,4.34037813508689
TCGA-38-4631-01A,7.35813434935103
TCGA-38-4632-01A,7.43971490805441
TCGA-38-6178-01A,6.37488187906206
TCGA-38-7271-01A,9.82174977852469
TCGA-38-A44F-01A,8.4117727305757
TCGA-39-5011-01A,9.94465965399316
TCGA-39-5016-01A,8.33519660906263
TCGA-39-5019-01A,7.34993636426479
TCGA-39-5021-01A,7.91535350579319
TCGA-39-5022-01A,9.90623791344785
TCGA-39-5024-01A,6.78430649333425
TCGA-39-5028-01A,7.92571478016658
TCGA-39-5029-01A,8.7262600722882
TCGA-39-5030-01A,9.61644126315459
TCGA-39-5031-01A,7.30284644364503
TCGA-39-5034-01A,8.5388908669724
TCGA-39-5035-01A,9.45352000607381
TCGA-39-5036-01A,7.3997914052659
TCGA-39-5037-01A,3.64569622277929
TCGA-39-5039-01A,7.41629175843014
TCGA-39-5040-01A,6.11622128448433
TCGA-3A-A9I5-01A,5.15947182676207
TCGA-3A-A9I7-01A,7.61265459672779
TCGA-3A-A9I9-01A,6.49114063358882
TCGA-3A-A9IB-01A,6.90684123378915
TCGA-3A-A9IC-01A,6.39938055201186
TCGA-3A-A9IH-01A,5.65877327623573
TCGA-3A-A9IU-01A,5.63707361447041
TCGA-3A-A9IX-01A,7.9618463050085
TCGA-3A-A9IZ-01A,5.86591216956022
TCGA-3A-A9J0-01A,6.99880227186174
TCGA-3C-AAAU-01A,3.64003100290513
TCGA-3C-AALI-01A,7.50668690180481
TCGA-3C-AALJ-01A,7.57227856579838
TCGA-3C-AALK-01A,6.02702441159764
TCGA-3E-AAAY-01A,7.61833430393103
TCGA-3E-AAAZ-01A,5.69862733925225
TCGA-3G-AB0O-01A,6.82761129123702
TCGA-3G-AB0Q-01A,8.02847368704342
TCGA-3G-AB14-01A,8.45593351613785
TCGA-3G-AB19-01A,8.93058129841159
TCGA-3H-AB3K-01A,6.32803083021783
TCGA-3H-AB3L-01A,9.11886117677492
TCGA-3H-AB3M-01A,6.00798859785641
TCGA-3H-AB3S-01A,5.81415939350425
