PatientID,CYT_score
TCGA-02-0047-01A,3.22050726035568
TCGA-02-0055-01A,6.88569040543967
TCGA-02-2483-01A,6.00678353120156
TCGA-02-2485-01A,5.43030954603615
TCGA-02-2486-01A,6.39358210699503
TCGA-04-1348-01A,8.26415154871744
TCGA-04-1357-01A,9.24130802893132
TCGA-04-1362-01A,5.23366663041357
TCGA-05-4244-01A,6.23962814622443
TCGA-05-4249-01A,6.5447102107614
TCGA-05-4250-01A,9.01092714812996
TCGA-05-4382-01A,7.38853139087448
TCGA-05-4384-01A,6.64252581420649
TCGA-05-4389-01A,8.83345672201285
TCGA-05-4390-01A,5.58197970345399
TCGA-05-4395-01A,8.71882076301223
TCGA-05-4396-01A,6.16649728953304
TCGA-05-4397-01A,6.97702263651181
TCGA-05-4398-01A,7.30651059623617
TCGA-05-4402-01A,6.97757944530581
TCGA-05-4403-01A,7.50607412679754
TCGA-05-4405-01A,6.50870958598298
TCGA-05-4410-01A,8.53313586023536
TCGA-05-4415-01A,8.4416532962398
TCGA-05-4417-01A,8.41583694253607
TCGA-05-4418-01A,8.32740820832356
TCGA-05-4420-01A,6.95729286019827
TCGA-05-4422-01A,8.44368608130474
TCGA-05-4424-01A,7.21889420353469
TCGA-05-4425-01A,8.79717214474238
TCGA-05-4426-01A,6.24728386915054
TCGA-05-4427-01A,7.49127077245076
TCGA-05-4430-01A,7.86439370015346
TCGA-05-4432-01A,8.1120908796857
TCGA-05-4433-01A,7.9361739004018
TCGA-05-4434-01A,8.25081420263304
TCGA-05-5423-01A,7.87605478182487
TCGA-05-5425-01A,9.13404354865656
TCGA-05-5428-01A,7.08787147607174
TCGA-05-5429-01A,5.70172764739563
TCGA-05-5715-01A,5.94034619800848
TCGA-06-0125-01A,2.05748315865209
TCGA-06-0125-02A,4.03999571348987
TCGA-06-0129-01A,4.3049038592414
TCGA-06-0130-01A,8.18311118639008
TCGA-06-0132-01A,5.91558003705939
TCGA-06-0141-01A,6.9298852716541
TCGA-06-0152-02A,7.26030594140739
TCGA-06-0157-01A,6.1404235343718
TCGA-06-0158-01A,4.33540400604402
TCGA-06-0168-01A,6.64466646997739
TCGA-06-0171-02A,7.27320662822029
TCGA-06-0174-01A,1.83288770568266
TCGA-06-0184-01A,6.11091190777449
TCGA-06-0187-01A,4.34574666773878
TCGA-06-0190-01A,7.33497867262688
TCGA-06-0190-02A,7.03939706493844
TCGA-06-0210-02A,6.15275662118446
TCGA-06-0211-01B,4.26928237728036
TCGA-06-0211-02A,7.23263108244873
TCGA-06-0219-01A,5.14118216625726
TCGA-06-0221-02A,3.15961535252228
TCGA-06-0238-01A,6.60406923509918
TCGA-06-0644-01A,6.75227261489278
TCGA-06-0645-01A,5.61405049942255
TCGA-06-0646-01A,4.69398181288473
TCGA-06-0649-01B,5.89926174151122
TCGA-06-0686-01A,2.77873541565257
TCGA-06-0743-01A,6.37771257318382
TCGA-06-0744-01A,4.99659609103951
TCGA-06-0745-01A,5.39888102464542
TCGA-06-0747-01A,1.30162306187983
TCGA-06-0749-01A,4.39118578170669
TCGA-06-0750-01A,5.68015851495494
TCGA-06-0878-01A,5.53589636673342
TCGA-06-0882-01A,5.07917004412019
TCGA-06-1804-01A,4.17301496711561
TCGA-06-2557-01A,6.77956522765575
TCGA-06-2558-01A,5.63717388248734
TCGA-06-2559-01A,3.97243987128894
TCGA-06-2561-01A,5.62341770286078
TCGA-06-2562-01A,5.11776812372788
TCGA-06-2563-01A,5.57477590505191
TCGA-06-2564-01A,4.64714590445585
TCGA-06-2565-01A,4.90037475558929
TCGA-06-2567-01A,6.75100249069003
TCGA-06-2569-01A,2.87142206427691
TCGA-06-2570-01A,4.75440910585187
TCGA-06-5408-01A,3.94689317090868
TCGA-06-5410-01A,6.84053589701749
TCGA-06-5411-01A,4.30702027723799
TCGA-06-5412-01A,7.32777123613197
TCGA-06-5413-01A,7.69990311429164
TCGA-06-5414-01A,5.37973521566787
TCGA-06-5415-01A,5.63669476061111
TCGA-06-5416-01A,3.78389188494218
TCGA-06-5417-01A,2.69122707571641
TCGA-06-5418-01A,2.47750370796693
TCGA-06-5856-01A,5.56168986676893
TCGA-06-5858-01A,2.31367071941685
TCGA-06-5859-01A,5.0631742805367
TCGA-09-0364-01A,1.30987963779559
TCGA-09-0369-01A,4.23153587184311
TCGA-09-1670-01A,5.53575819621985
TCGA-09-1673-01A,5.17775785703402
TCGA-09-1674-01A,2.13912907328828
TCGA-09-2044-01B,6.62059582670811
TCGA-09-2045-01A,5.36835948280608
TCGA-09-2051-01A,6.97147678710861
TCGA-10-0928-01A,3.68573347817496
TCGA-12-0616-01A,5.89188379120244
TCGA-12-0618-01A,3.97461190716388
TCGA-12-0619-01A,5.87551811746282
TCGA-12-0821-01A,4.10450012002448
TCGA-12-1597-01B,3.1552029858601
TCGA-12-3650-01A,3.62446323235141
TCGA-12-3652-01A,4.28281416228907
TCGA-12-3653-01A,3.66919101222434
TCGA-12-5295-01A,6.41448339952455
TCGA-12-5299-01A,1.39755638876958
TCGA-13-0800-01A,2.34725335833201
TCGA-13-0890-01A,7.00364945165452
TCGA-13-0893-01B,8.30350092925115
TCGA-13-0897-01A,7.52317732066821
TCGA-13-0899-01A,5.88267800451329
TCGA-13-0913-01A,4.29008766733463
TCGA-13-0916-01A,7.65973755374843
TCGA-13-0920-01A,5.79366142098094
TCGA-13-1403-01A,5.63503599357908
TCGA-13-1405-01A,7.73192800030761
TCGA-13-1481-01A,6.08563787434011
TCGA-13-1497-01A,6.11130781454625
TCGA-13-1498-01A,7.88302479644058
TCGA-13-1505-01A,6.26958023052335
TCGA-13-1506-01A,6.17948844404986
TCGA-13-1507-01A,8.39011746355544
TCGA-13-1511-01A,5.63580855146967
TCGA-13-1512-01A,6.97432854411292
TCGA-13-2060-01A,7.98129292094815
TCGA-13-A5FT-01A,4.07932387115732
TCGA-14-0736-02A,7.12880528206226
TCGA-14-0781-01B,5.52394899303669
TCGA-14-0789-01A,5.64334222661719
TCGA-14-0790-01B,4.55729234554221
TCGA-14-0817-01A,6.60332478133536
TCGA-14-0871-01A,2.97323516350376
TCGA-14-1034-01A,5.78352554494837
TCGA-14-1034-02B,3.49802103939292
TCGA-14-1823-01A,6.36537441549357
TCGA-14-1825-01A,1.96282388630309
TCGA-14-1829-01A,7.03358392365736
TCGA-14-2554-01A,5.66801481607437
TCGA-15-0742-01A,3.79349762944586
TCGA-16-0846-01A,6.7081479384574
TCGA-16-1045-01B,6.64310485966199
TCGA-18-3406-01A,8.29400177758128
TCGA-18-3407-01A,6.95522392572452
TCGA-18-3408-01A,8.33550663541314
TCGA-18-3410-01A,8.60200314669427
TCGA-18-3411-01A,7.87254426000154
TCGA-18-3412-01A,6.79483821440613
TCGA-18-3414-01A,7.40959097629815
TCGA-18-3415-01A,9.68321029359398
TCGA-18-3416-01A,10.9970303033925
TCGA-18-3417-01A,7.18483253672111
TCGA-18-3421-01A,9.35039316048296
TCGA-18-4083-01A,7.77825903815577
TCGA-18-4721-01A,9.88534094362521
TCGA-18-5592-01A,9.14410323365704
TCGA-19-1390-01A,2.02871058595414
TCGA-19-1787-01B,5.83671892394903
TCGA-19-2619-01A,2.93250411508559
TCGA-19-2620-01A,3.68150548772064
TCGA-19-2624-01A,3.51074175927805
TCGA-19-2625-01A,3.30313856330157
TCGA-19-2629-01A,5.073985702102
TCGA-19-4065-01A,6.4463077508118
TCGA-19-4065-02A,7.10978487435771
TCGA-19-5960-01A,3.7818473972964
TCGA-20-1682-01A,7.37777589225332
TCGA-20-1683-01A,5.2967804876918
TCGA-20-1684-01A,3.43185907777676
TCGA-20-1685-01A,5.60850011823351
TCGA-20-1687-01A,5.92889263457569
TCGA-21-1071-01A,7.30965442470159
TCGA-21-1075-01A,3.41653191765473
TCGA-21-1076-01A,8.17855212313431
TCGA-21-1079-01A,6.40984687543638
TCGA-21-1080-01A,7.91341883308615
TCGA-21-1081-01A,5.89403664695261
TCGA-21-1082-01A,7.62718440942548
TCGA-21-5782-01A,7.83967414281686
TCGA-21-5783-01A,5.58596677323627
TCGA-21-5784-01A,8.77910954816045
TCGA-21-5786-01A,6.86473969836734
TCGA-21-5787-01A,10.6223659908899
TCGA-22-0940-01A,10.9304025560639
TCGA-22-0944-01A,5.06027765736725
TCGA-22-1000-01A,8.24015465847661
TCGA-22-1002-01A,8.10836306307965
TCGA-22-1005-01A,10.0855118463415
TCGA-22-1011-01A,7.89830182574228
TCGA-22-1012-01A,7.3036864238348
TCGA-22-1016-01A,7.02684276955789
TCGA-22-4591-01A,6.89159314226946
TCGA-22-4593-01A,6.620451103898
TCGA-22-4594-01A,7.7636998030346
TCGA-22-4595-01A,8.10407019585105
TCGA-22-4596-01A,8.59734228437897
TCGA-22-4599-01A,9.70669282949358
TCGA-22-4601-01A,6.63830901162212
TCGA-22-4604-01A,7.82549830984969
TCGA-22-4605-01A,6.50819953645406
TCGA-22-4607-01A,6.73101144516496
TCGA-22-4609-01A,8.66003639024121
TCGA-22-4613-01A,7.74609124455084
TCGA-22-5471-01A,9.71429004924807
TCGA-22-5472-01A,6.8905745267697
TCGA-22-5473-01A,8.01509940333573
TCGA-22-5474-01A,9.33956097457639
TCGA-22-5477-01A,7.49000253203177
TCGA-22-5478-01A,6.9194836584534
TCGA-22-5479-01A,7.48243479644421
TCGA-22-5480-01A,7.97187525463094
TCGA-22-5481-01A,8.12655568367428
TCGA-22-5482-01A,6.60842398663423
TCGA-22-5483-01A,7.65433927154506
TCGA-22-5485-01A,6.40924003579622
TCGA-22-5489-01A,8.05764199074337
TCGA-22-5491-01A,6.77940876361299
TCGA-22-5492-01A,9.14518772482116
TCGA-22-A5C4-01A,6.64793181388323
TCGA-23-1027-01A,5.23002034229906
TCGA-23-1029-01B,4.14191187565046
TCGA-23-1111-01A,3.78727535814178
TCGA-23-1114-01B,3.07164947997998
TCGA-23-1122-01A,4.96689626584888
TCGA-23-1123-01A,8.06909962334949
TCGA-23-1809-01A,4.34850489127695
TCGA-23-2077-01A,5.39468936809041
TCGA-23-2081-01A,4.83192482828952
TCGA-23-2084-01A,5.76933540853066
TCGA-24-1103-01A,5.67564920191147
TCGA-24-1413-01A,5.6800981401218
TCGA-24-1416-01A,5.41363043226251
TCGA-24-1417-01A,8.18096398857639
TCGA-24-1418-01A,5.69048996210497
TCGA-24-1419-01A,5.79221740909791
TCGA-24-1423-01A,5.91308177448448
TCGA-24-1424-01A,5.59604460453965
TCGA-24-1427-01A,6.99936079958286
TCGA-24-1428-01A,7.7750932268312
TCGA-24-1430-01A,2.93454622983838
TCGA-24-1436-01A,7.761628760199
TCGA-24-1467-01A,5.99756736671302
TCGA-24-1469-01A,6.64156553322387
TCGA-24-1474-01A,4.96272442527492
TCGA-24-1550-01A,6.93086484990302
TCGA-24-1551-01A,8.05025126201665
TCGA-24-1552-01A,3.96669971305007
TCGA-24-1562-01A,6.95585353956459
TCGA-24-1564-01A,6.5763038324029
TCGA-24-1603-01A,5.0900465631419
TCGA-24-1616-01A,4.87496451980247
TCGA-24-1842-01A,8.39028018242189
TCGA-24-1843-01A,7.20681245004012
TCGA-24-1844-01A,1.74085018956285
TCGA-24-1846-01A,6.68766602265722
TCGA-24-1847-01A,8.85587228396082
TCGA-24-1850-01A,6.53454617652502
TCGA-24-2019-01A,6.90139636346848
TCGA-24-2024-01A,5.72309805416202
TCGA-24-2033-01A,4.75686930329496
TCGA-24-2035-01A,7.59470445783112
TCGA-24-2038-01A,5.42767486126086
TCGA-24-2254-01A,3.66226937536533
TCGA-24-2261-01A,8.00236695575778
TCGA-24-2262-01A,7.26070254477982
TCGA-24-2267-01A,7.46412440205309
TCGA-24-2271-01A,7.25868241943247
TCGA-24-2281-01A,7.4396424602343
TCGA-24-2288-01A,7.6558954707565
TCGA-24-2290-01A,5.24642055092592
TCGA-24-2298-01A,5.29970346779181
TCGA-25-1312-01A,5.02607760486837
TCGA-25-1313-01A,5.7485005098285
TCGA-25-1314-01A,6.14137810622166
TCGA-25-1315-01A,2.48328970078534
TCGA-25-1316-01A,7.18592566546891
TCGA-25-1319-01A,6.23704537126423
TCGA-25-1323-01A,3.82600786961155
TCGA-25-1326-01A,6.60312729337802
TCGA-25-1328-01A,6.70066751770169
TCGA-25-1329-01A,5.72238858421213
TCGA-25-2391-01A,6.05137807244334
TCGA-25-2392-01A,5.4709967694656
TCGA-25-2393-01A,6.19291317368305
TCGA-25-2396-01A,7.82727682141871
TCGA-25-2397-01A,4.86551077952093
TCGA-25-2399-01A,8.19511605088264
TCGA-25-2400-01A,3.92982288061412
TCGA-25-2404-01A,6.70154049739419
TCGA-25-2409-01A,7.63776343614511
TCGA-26-1442-01A,3.52937120525393
TCGA-26-5132-01A,5.3415944558921
TCGA-26-5133-01A,2.91556935559951
TCGA-26-5134-01A,4.34802929626039
TCGA-26-5135-01A,5.30182254072004
TCGA-26-5136-01B,6.37877776532248
TCGA-26-5139-01A,4.67945507462501
TCGA-27-1830-01A,6.79102861454987
TCGA-27-1831-01A,6.76738276183784
TCGA-27-1834-01A,6.20617398261831
TCGA-27-1835-01A,4.50578490387676
TCGA-27-1837-01A,4.36243015952128
TCGA-27-2519-01A,6.43264621354722
TCGA-27-2521-01A,5.41771751956055
TCGA-27-2523-01A,5.04606219687419
TCGA-27-2524-01A,6.15396934671167
TCGA-27-2526-01A,7.14568571757962
TCGA-27-2528-01A,2.55956006008791
TCGA-28-1747-01C,5.41675150063659
TCGA-28-1753-01A,6.23000625095249
TCGA-28-2499-01A,4.09060735841451
TCGA-28-2509-01A,5.08798007974227
TCGA-28-2510-01A,4.23873378067185
TCGA-28-2513-01A,7.2723803641475
TCGA-28-2514-01A,3.42291826717201
TCGA-28-5204-01A,5.10967461481503
TCGA-28-5207-01A,5.33150756348316
TCGA-28-5208-01A,5.53050850981215
TCGA-28-5209-01A,4.0638347555179
TCGA-28-5213-01A,7.4039184802376
TCGA-28-5215-01A,6.26194840425737
TCGA-28-5216-01A,3.97418852382161
TCGA-28-5218-01A,8.46791146813657
TCGA-28-5220-01A,4.65176758095322
TCGA-29-1688-01A,7.31495860112619
TCGA-29-1691-01A,5.92792061490954
TCGA-29-1693-01A,6.59607721797397
TCGA-29-1694-01A,6.26215029771002
TCGA-29-1695-01A,6.78386342188477
TCGA-29-1696-01A,5.37883078793881
TCGA-29-1697-01A,5.34589810021274
TCGA-29-1699-01A,7.44832280515295
TCGA-29-1701-01A,7.13514085711476
TCGA-29-1702-01A,3.43007256490041
TCGA-29-1703-01A,6.47188822969988
TCGA-29-1705-01A,5.48461585646968
TCGA-29-1710-01A,8.83533283937273
TCGA-29-1711-01A,8.2204843474099
TCGA-29-1761-01A,7.17939119956114
TCGA-29-1762-01A,1.28005403943537
TCGA-29-1763-01A,6.36121241419832
TCGA-29-1770-01A,5.71474623044869
TCGA-29-1776-01A,5.48812116735299
TCGA-29-1778-01A,8.06057149393945
TCGA-29-1781-01A,8.73034981383951
TCGA-29-1783-01A,6.38209839537781
TCGA-29-1784-01A,7.76501232556706
TCGA-29-1785-01A,8.67063332279618
TCGA-29-2427-01A,9.283100519478
TCGA-29-A5NZ-01A,5.25080611822754
TCGA-2A-A8VL-01A,5.08706152776106
TCGA-2A-A8VO-01A,5.06035339686548
TCGA-2A-A8VT-01A,5.35891162482848
TCGA-2A-A8VV-01A,4.00050446881701
TCGA-2A-A8VX-01A,3.70922727931593
TCGA-2A-A8W1-01A,3.82062034153429
TCGA-2A-A8W3-01A,5.09845320125137
TCGA-2A-AAYO-01A,6.70556203945375
TCGA-2A-AAYU-01A,4.19218817315264
TCGA-2E-A9G8-01A,6.98428831065278
TCGA-2F-A9KO-01A,8.60723391007927
TCGA-2F-A9KP-01A,2.48295173888511
TCGA-2F-A9KQ-01A,2.68460082648558
TCGA-2F-A9KR-01A,5.80842551730786
TCGA-2F-A9KT-01A,3.8815678264856
TCGA-2F-A9KW-01A,4.27405847447427
TCGA-2G-AAEW-01A,8.2026478146343
TCGA-2G-AAEX-01A,9.6233865205041
TCGA-2G-AAF1-01A,8.9618952641935
TCGA-2G-AAF4-01A,9.74102152016574
TCGA-2G-AAF6-01A,9.29463498037542
TCGA-2G-AAF8-01A,9.06227281866212
TCGA-2G-AAFG-01A,9.8212938957537
TCGA-2G-AAFG-05A,10.000463991314
TCGA-2G-AAFH-01A,9.42952470290032
TCGA-2G-AAFJ-01A,5.13647396107483
TCGA-2G-AAFL-01A,8.44628881858525
TCGA-2G-AAFM-01A,9.30694521627026
TCGA-2G-AAFV-01A,6.123118565747
TCGA-2G-AAFZ-01A,5.17090413343751
TCGA-2G-AAG6-01A,5.89257861976979
TCGA-2G-AAG7-01A,6.13500616676507
TCGA-2G-AAG9-01A,8.7916937516358
TCGA-2G-AAGA-01A,6.64044353838001
TCGA-2G-AAGC-01A,9.44731068015115
TCGA-2G-AAGE-01A,7.02200994351926
TCGA-2G-AAGF-01A,6.76297459741209
TCGA-2G-AAGI-01A,7.88627171462015
TCGA-2G-AAGI-05A,9.60614213258706
TCGA-2G-AAGJ-01A,8.54915949980565
TCGA-2G-AAGK-01A,8.99734773426892
TCGA-2G-AAGM-01A,4.88756496325277
TCGA-2G-AAGN-01A,7.46181998919566
TCGA-2G-AAGO-01A,6.07726860107925
TCGA-2G-AAGP-01A,9.11500979897502
TCGA-2G-AAGS-01A,4.83013279367218
TCGA-2G-AAGW-01A,3.24438588591753
TCGA-2G-AAGZ-01A,8.85637011603464
TCGA-2G-AAH0-01A,8.58633132019781
TCGA-2G-AAH2-01A,8.35065425745133
TCGA-2G-AAH3-01A,6.53456521844805
TCGA-2G-AAH4-01A,7.63082349858274
TCGA-2G-AAH8-01A,8.76018163483675
TCGA-2G-AAHA-01A,9.4326893353077
TCGA-2G-AAHC-01A,9.6816166842046
